sensor_id,date,wind_speed,precipitation,wind_gusts
165731.0,2025-07-03,18.5,25.8,41.4
165731.0,2025-07-04,18.3,66.9,36.0
165731.0,2025-07-05,20.9,108.3,41.4
165731.0,2025-07-06,17.2,5.1,36.0
165731.0,2025-07-07,17.3,3.3,36.7
165731.0,2025-07-08,15.3,1.1,32.0
165731.0,2025-07-09,15.9,9.4,42.5
165731.0,2025-07-10,20.0,0.0,41.4
165731.0,2025-07-11,20.6,0.7,47.9
165731.0,2025-07-12,15.4,5.7,38.2
165731.0,2025-07-13,16.5,8.2,36.7
165731.0,2025-07-14,13.0,3.0,31.0
165731.0,2025-07-15,17.5,0.1,39.2
165731.0,2025-07-16,18.2,0.0,36.7
165731.0,2025-07-17,16.6,0.0,30.6
165731.0,2025-07-18,15.4,0.0,31.3
165731.0,2025-07-19,16.5,1.2,35.3
165731.0,2025-07-20,20.3,0.2,41.4
165731.0,2025-07-21,19.0,0.0,38.9
165731.0,2025-07-22,18.3,0.1,38.2
165731.0,2025-07-23,18.9,0.0,37.8
165731.0,2025-07-24,14.3,0.0,31.0
165731.0,2025-07-25,12.6,0.0,25.9
165731.0,2025-07-26,18.3,0.4,38.5
165731.0,2025-07-27,20.1,0.4,45.0
165731.0,2025-07-28,13.9,0.0,25.2
165731.0,2025-07-29,14.8,0.0,27.0
165731.0,2025-07-30,11.8,0.0,20.9
165731.0,2025-07-31,14.4,0.0,29.9
165731.0,2025-08-01,12.7,0.0,27.7
165731.0,2025-08-02,16.1,8.1,31.0
165731.0,2025-08-03,12.5,0.0,22.7
165731.0,2025-08-04,17.3,1.1,38.9
165731.0,2025-08-05,12.5,0.0,26.3
165731.0,2025-08-06,11.9,0.0,22.7
165731.0,2025-08-07,13.3,0.0,24.1
165731.0,2025-08-08,12.8,0.0,24.8
165731.0,2025-08-09,16.5,0.0,31.0
165731.0,2025-08-10,15.5,0.0,31.3
165731.0,2025-08-11,12.9,0.0,24.5
165731.0,2025-08-12,16.6,0.5,36.7
165731.0,2025-08-13,13.6,12.3,33.1
165731.0,2025-08-14,17.2,0.9,32.0
165731.0,2025-08-15,20.8,0.4,46.1
165731.0,2025-08-16,23.4,0.6,49.3
165731.0,2025-08-17,15.2,0.0,30.6
165731.0,2025-08-18,13.1,0.0,25.6
165731.0,2025-08-19,16.9,0.3,37.8
165731.0,2025-08-20,15.1,0.0,31.0
165731.0,2025-08-21,14.8,0.8,33.5
165731.0,2025-08-22,14.3,1.4,34.6
165731.0,2025-08-23,14.8,0.0,33.1
165731.0,2025-08-24,11.3,0.0,27.0
165731.0,2025-08-25,16.2,0.0,29.2
165731.0,2025-08-26,16.6,0.0,30.6
165731.0,2025-08-27,10.7,1.1,21.6
165731.0,2025-08-28,18.5,0.0,36.4
165731.0,2025-08-29,18.4,0.7,34.9
165731.0,2025-08-30,10.4,1.0,25.9
165731.0,2025-08-31,11.4,0.9,28.1
165731.0,2025-09-01,7.4,1.1,23.4
165731.0,2025-09-02,15.6,0.1,33.1
165731.0,2025-09-03,14.1,0.3,32.8
165731.0,2025-09-04,11.4,0.0,23.4
165731.0,2025-09-05,18.5,0.0,33.5
165731.0,2025-09-06,18.1,0.3,34.6
165731.0,2025-09-07,14.4,4.8,29.5
165731.0,2025-09-08,11.2,0.0,25.6
165731.0,2025-09-09,12.0,0.0,21.2
165731.0,2025-09-10,11.8,0.0,24.1
165731.0,2025-09-11,13.5,0.0,27.7
165731.0,2025-09-12,13.4,0.0,30.6
165731.0,2025-09-13,14.9,0.0,31.7
165731.0,2025-09-14,17.8,0.0,33.1
165731.0,2025-09-15,15.5,0.0,32.4
165731.0,2025-09-16,12.9,0.0,29.2
165731.0,2025-09-17,11.9,0.1,28.1
165731.0,2025-09-18,14.5,0.1,27.4
165731.0,2025-09-19,11.2,0.0,25.9
165731.0,2025-09-20,13.8,0.0,25.6
165731.0,2025-09-21,19.1,0.0,38.5
165731.0,2025-09-22,18.5,0.0,37.8
165731.0,2025-09-23,19.0,0.0,36.7
165731.0,2025-09-24,18.9,8.9,35.3
165731.0,2025-09-25,14.7,0.5,30.6
165731.0,2025-09-26,9.9,0.0,23.4
165731.0,2025-09-27,12.8,0.0,24.5
165731.0,2025-09-28,12.1,0.0,24.5
165731.0,2025-09-29,10.2,0.0,23.8
165731.0,2025-09-30,10.1,0.0,25.9
165731.0,2025-10-01,15.0,0.0,33.1
165731.0,2025-10-02,14.8,0.0,32.0
165731.0,2025-10-03,14.9,0.0,30.6
165731.0,2025-10-04,14.0,0.0,29.5
165731.0,2025-10-05,10.9,0.0,27.0
165731.0,2025-10-06,10.4,0.0,27.0
165731.0,2025-10-07,14.0,0.1,31.0
165731.0,2025-10-08,16.2,0.0,34.9
165731.0,2025-10-09,14.5,0.0,33.8
165731.0,2025-10-10,10.5,0.0,25.6
165731.0,2025-10-11,12.9,0.0,24.8
165731.0,2025-10-12,15.7,0.0,34.6
165731.0,2025-10-13,16.7,0.0,30.6
165731.0,2025-10-14,12.4,0.0,29.2
165731.0,2025-10-15,11.2,0.0,25.9
165731.0,2025-10-16,14.5,0.1,33.1
165731.0,2025-10-17,17.1,0.0,33.1
165731.0,2025-10-18,17.5,0.0,36.4
165731.0,2025-10-19,22.5,0.0,47.2
165731.0,2025-10-20,23.5,0.0,49.0
165731.0,2025-10-21,17.9,0.0,38.2
165731.0,2025-10-22,13.0,0.0,28.8
165731.0,2025-10-23,18.5,0.3,37.4
165731.0,2025-10-24,21.7,18.4,43.2
165731.0,2025-10-25,16.8,36.2,35.3
165731.0,2025-10-26,11.4,0.0,19.1
165731.0,2025-10-27,15.2,0.0,31.0
165731.0,2025-10-28,28.3,0.3,59.4
165731.0,2025-10-29,28.4,0.0,56.9
165731.0,2025-10-30,15.6,0.0,27.4
165731.0,2025-10-31,12.2,0.0,22.0
165731.0,2025-11-01,15.5,3.5,33.1
165731.0,2025-11-02,9.8,0.0,17.3
165731.0,2025-11-03,11.6,0.0,27.0
165731.0,2025-11-04,14.1,0.0,29.2
165731.0,2025-11-05,17.3,0.0,30.6
165731.0,2025-11-06,16.2,0.0,31.7
165731.0,2025-11-07,19.6,0.0,35.6
165731.0,2025-11-08,11.7,0.0,19.8
165731.0,2025-11-09,25.2,0.0,49.7
165731.0,2025-11-10,20.0,0.0,36.7
165731.0,2025-11-11,23.5,0.0,46.4
165731.0,2025-11-12,20.2,0.0,37.1
165731.0,2025-11-13,19.0,0.0,36.7
165731.0,2025-11-14,20.2,0.0,41.4
165731.0,2025-11-15,20.3,0.0,38.2
165731.0,2025-11-16,17.6,0.0,31.3
165731.0,2025-11-17,20.6,0.0,39.6
165731.0,2025-11-18,20.2,0.3,38.2
165731.0,2025-11-19,15.7,3.3,30.6
165731.0,2025-11-20,21.3,10.6,40.7
165731.0,2025-11-21,14.1,45.7,28.4
165731.0,2025-11-22,14.6,0.0,27.0
165731.0,2025-11-23,13.8,0.0,29.9
165731.0,2025-11-24,18.9,9.9,40.0
165731.0,2025-11-25,14.8,0.0,28.1
165731.0,2025-11-26,20.1,0.0,37.4
165731.0,2025-11-27,8.9,0.0,17.6
165731.0,2025-11-28,22.5,0.2,43.6
165731.0,2025-11-29,21.6,4.3,41.0
165731.0,2025-11-30,28.4,0.2,54.7
165731.0,2025-12-01,16.5,0.5,33.5
165731.0,2025-12-02,16.1,0.0,29.9
165731.0,2025-12-03,15.3,0.2,28.1
165731.0,2025-12-04,23.6,3.3,49.0
165731.0,2025-12-05,13.8,0.0,27.4
165731.0,2025-12-06,19.3,0.0,34.6
165731.0,2025-12-07,25.0,0.0,52.2
165731.0,2025-12-08,17.4,0.0,37.8
165731.0,2025-12-09,20.1,0.0,38.9
165731.0,2025-12-10,25.9,0.0,51.8
165731.0,2025-12-11,14.1,0.0,30.6
165731.0,2025-12-12,15.3,0.0,27.4
165731.0,2025-12-13,14.1,1.9,31.0
165731.0,2025-12-14,24.9,2.6,49.3
165731.0,2025-12-15,11.3,0.0,19.8
165731.0,2025-12-16,13.4,0.3,25.6
165731.0,2025-12-17,13.3,1.9,27.7
165731.0,2025-12-18,23.4,0.1,47.9
165731.0,2025-12-19,19.2,0.0,35.6
165731.0,2025-12-20,21.5,0.0,43.2
165731.0,2025-12-21,16.4,0.0,29.9
165731.0,2025-12-22,18.2,0.3,37.1
165731.0,2025-12-23,19.0,0.2,39.2
165731.0,2025-12-24,14.4,0.6,29.5
165731.0,2025-12-25,17.4,0.1,38.2
165731.0,2025-12-26,18.2,0.0,33.5
165731.0,2025-12-27,20.7,0.0,42.1
165731.0,2025-12-28,32.1,0.3,60.8
165731.0,2025-12-29,27.0,0.4,53.6
165731.0,2025-12-30,17.0,0.0,32.4
184011.0,2025-01-01,14.7,0.0,32.8
184011.0,2025-01-02,10.6,0.0,24.5
184011.0,2025-01-03,8.1,0.1,20.2
184011.0,2025-01-04,20.9,1.9,40.7
184011.0,2025-01-05,27.2,0.1,56.2
184011.0,2025-01-06,26.8,0.0,55.4
184011.0,2025-01-07,12.7,0.0,29.2
184011.0,2025-01-08,16.3,0.0,32.8
184011.0,2025-01-09,17.5,28.1,42.5
184011.0,2025-01-10,27.5,0.3,59.0
184011.0,2025-01-11,16.5,0.0,34.2
184011.0,2025-01-12,16.5,0.0,37.1
184011.0,2025-01-13,16.9,0.0,32.8
184011.0,2025-01-14,8.8,0.0,17.6
184011.0,2025-01-15,11.3,0.1,25.2
184011.0,2025-01-16,12.9,0.0,22.0
184011.0,2025-01-17,20.3,0.2,42.5
184011.0,2025-01-18,20.2,0.0,40.3
184011.0,2025-01-19,24.4,0.0,49.0
184011.0,2025-01-20,15.5,1.0,33.1
184011.0,2025-01-21,21.1,1.3,46.4
184011.0,2025-01-22,18.6,0.0,41.8
184011.0,2025-01-23,16.2,0.0,38.5
184011.0,2025-01-24,15.4,0.0,29.2
184011.0,2025-01-25,18.9,0.0,36.7
184011.0,2025-01-26,14.2,3.1,29.5
184011.0,2025-01-27,15.0,0.9,31.3
184011.0,2025-01-28,8.5,1.1,18.7
184011.0,2025-01-29,21.9,8.8,42.5
184011.0,2025-01-30,23.9,57.6,48.2
184011.0,2025-01-31,21.0,0.0,45.4
184011.0,2025-02-01,12.7,0.0,28.4
184011.0,2025-02-02,17.2,0.0,36.4
184011.0,2025-02-03,19.0,0.0,38.5
184011.0,2025-02-04,16.2,0.2,35.6
184011.0,2025-02-05,20.2,0.4,43.6
184011.0,2025-02-06,17.9,0.0,37.1
184011.0,2025-02-07,20.4,0.4,40.0
184011.0,2025-02-08,21.2,0.0,45.4
184011.0,2025-02-09,15.3,1.3,31.7
184011.0,2025-02-10,14.1,0.7,31.0
184011.0,2025-02-11,15.3,40.1,36.7
184011.0,2025-02-12,21.1,1.7,43.6
184011.0,2025-02-13,20.9,0.0,47.9
184011.0,2025-02-14,11.1,0.5,26.3
184011.0,2025-02-15,26.1,0.5,51.8
184011.0,2025-02-16,25.6,0.0,52.9
184011.0,2025-02-17,21.6,0.0,48.2
184011.0,2025-02-18,25.7,2.6,52.6
184011.0,2025-02-19,27.2,0.0,63.0
184011.0,2025-02-20,21.6,0.0,46.8
184011.0,2025-02-21,11.8,0.4,25.9
184011.0,2025-02-22,9.7,1.6,21.6
184011.0,2025-02-23,9.4,0.0,24.1
184011.0,2025-02-24,13.9,0.0,32.4
184011.0,2025-02-25,16.8,0.0,36.7
184011.0,2025-02-26,18.3,0.0,39.2
184011.0,2025-02-27,20.6,0.0,45.0
184011.0,2025-02-28,9.0,0.0,23.0
184011.0,2025-03-01,12.6,0.0,26.6
184011.0,2025-03-02,27.2,0.0,61.6
184011.0,2025-03-03,26.4,1.5,55.8
184011.0,2025-03-04,37.0,8.4,79.9
184011.0,2025-03-05,18.7,0.0,41.0
184011.0,2025-03-06,23.8,0.0,49.7
184011.0,2025-03-07,21.1,0.0,41.8
184011.0,2025-03-08,28.8,1.7,59.4
184011.0,2025-03-09,29.4,0.0,60.1
184011.0,2025-03-10,13.6,0.0,24.5
184011.0,2025-03-11,18.7,0.0,42.1
184011.0,2025-03-12,27.9,0.0,59.8
184011.0,2025-03-13,18.0,0.0,34.2
184011.0,2025-03-14,25.2,0.0,50.0
184011.0,2025-03-15,32.1,1.8,69.5
184011.0,2025-03-16,20.3,0.0,40.7
184011.0,2025-03-17,22.2,0.0,49.7
184011.0,2025-03-18,28.4,0.0,59.0
184011.0,2025-03-19,28.0,0.2,56.5
184011.0,2025-03-20,20.8,0.0,44.3
184011.0,2025-03-21,22.8,0.0,51.5
184011.0,2025-03-22,24.2,0.0,49.0
184011.0,2025-03-23,21.4,1.1,47.5
184011.0,2025-03-24,15.8,0.0,30.6
184011.0,2025-03-25,13.9,0.0,33.5
184011.0,2025-03-26,17.0,6.0,49.0
184011.0,2025-03-27,18.1,36.7,39.2
184011.0,2025-03-28,14.6,3.3,31.7
184011.0,2025-03-29,18.1,0.4,40.3
184011.0,2025-03-30,13.8,9.2,34.2
184011.0,2025-03-31,13.9,0.2,29.2
184011.0,2025-04-01,27.7,0.6,58.3
184011.0,2025-04-02,27.0,2.6,54.4
184011.0,2025-04-03,21.4,3.7,43.2
184011.0,2025-04-04,20.9,8.8,45.0
184011.0,2025-04-05,28.0,44.3,57.6
184011.0,2025-04-06,25.0,0.0,53.6
184011.0,2025-04-07,13.8,0.0,33.8
184011.0,2025-04-08,13.5,0.0,30.6
184011.0,2025-04-09,19.7,0.0,44.3
184011.0,2025-04-10,17.7,0.0,34.2
184011.0,2025-04-11,12.0,0.0,31.0
184011.0,2025-04-12,20.4,0.0,45.4
184011.0,2025-04-13,26.1,0.0,57.2
184011.0,2025-04-14,21.4,0.0,46.1
184011.0,2025-04-15,18.4,0.0,41.4
184011.0,2025-04-16,21.3,0.2,45.4
184011.0,2025-04-17,28.2,0.1,60.1
184011.0,2025-04-18,33.3,0.1,71.6
184011.0,2025-04-19,30.5,9.4,62.6
184011.0,2025-04-20,30.1,7.0,61.6
184011.0,2025-04-21,10.8,0.0,23.8
184011.0,2025-04-22,20.0,0.4,44.6
184011.0,2025-04-23,14.4,3.5,37.4
184011.0,2025-04-24,20.5,8.9,47.5
184011.0,2025-04-25,14.4,3.2,38.9
184011.0,2025-04-26,19.3,2.5,43.9
184011.0,2025-04-27,19.6,0.5,43.9
184011.0,2025-04-28,25.4,0.3,52.9
184011.0,2025-04-29,25.6,0.5,54.7
184011.0,2025-04-30,34.1,4.8,71.6
184011.0,2025-05-01,18.4,22.0,47.9
184011.0,2025-05-02,19.8,21.2,40.7
184011.0,2025-05-03,19.3,0.1,39.2
184011.0,2025-05-04,14.4,0.6,32.4
184011.0,2025-05-05,22.1,31.2,43.9
184011.0,2025-05-06,19.5,22.8,37.4
184011.0,2025-05-07,11.3,0.0,29.2
184011.0,2025-05-08,16.1,4.7,36.7
184011.0,2025-05-09,19.0,0.0,43.6
184011.0,2025-05-10,17.6,3.0,42.5
184011.0,2025-05-11,16.3,0.0,37.1
184011.0,2025-05-12,10.2,0.0,20.9
184011.0,2025-05-13,23.4,0.0,47.5
184011.0,2025-05-14,21.1,0.0,45.4
184011.0,2025-05-15,21.4,0.0,42.5
184011.0,2025-05-16,24.6,0.1,51.5
184011.0,2025-05-17,20.9,1.0,46.8
184011.0,2025-05-18,25.8,0.7,61.9
184011.0,2025-05-19,27.7,1.7,60.8
184011.0,2025-05-20,19.1,0.0,37.4
184011.0,2025-05-21,12.4,0.0,27.7
184011.0,2025-05-22,20.0,0.2,56.9
184011.0,2025-05-23,20.4,0.2,46.4
184011.0,2025-05-24,21.9,0.1,47.2
184011.0,2025-05-25,21.7,2.7,52.6
184011.0,2025-05-26,22.6,55.7,45.0
184011.0,2025-05-27,19.8,4.0,41.4
184011.0,2025-05-28,16.6,12.5,34.6
184011.0,2025-05-29,11.9,0.0,30.2
184011.0,2025-05-30,16.0,8.6,36.0
184011.0,2025-05-31,9.2,1.7,23.0
184011.0,2025-06-01,16.9,0.7,34.2
184011.0,2025-06-02,18.0,0.0,41.0
184011.0,2025-06-03,18.9,2.4,42.5
184011.0,2025-06-04,16.0,4.0,31.3
184011.0,2025-06-05,13.7,0.7,31.0
184011.0,2025-06-06,17.4,0.1,39.6
184011.0,2025-06-07,19.4,0.2,41.4
184011.0,2025-06-08,18.6,0.0,37.1
184011.0,2025-06-09,17.5,0.0,39.6
184011.0,2025-06-10,17.1,0.3,40.3
184011.0,2025-06-11,14.8,36.3,34.6
184011.0,2025-06-12,15.1,54.4,31.7
184011.0,2025-06-13,27.7,5.6,55.1
184011.0,2025-06-14,16.2,6.0,38.9
184011.0,2025-06-15,17.3,1.8,49.3
184011.0,2025-06-16,18.1,3.7,37.8
184011.0,2025-06-17,22.4,0.0,47.5
184011.0,2025-06-18,24.0,0.0,52.9
184011.0,2025-06-19,15.9,0.5,37.8
184011.0,2025-06-20,18.8,0.5,42.1
184011.0,2025-06-21,23.6,1.0,56.5
184011.0,2025-06-22,20.0,0.7,46.1
184011.0,2025-06-23,19.3,0.5,43.6
184011.0,2025-06-24,16.3,0.6,36.7
184011.0,2025-06-25,19.3,2.1,43.9
184011.0,2025-06-26,15.9,0.7,40.3
184011.0,2025-06-27,14.8,0.0,33.1
184011.0,2025-06-28,15.8,0.1,34.2
184011.0,2025-06-29,18.8,0.4,44.6
184011.0,2025-06-30,21.6,2.9,46.8
184011.0,2025-07-01,12.1,1.1,29.9
184011.0,2025-07-02,19.9,9.0,47.2
184011.0,2025-07-03,17.0,40.3,41.4
184011.0,2025-07-04,16.5,43.1,33.5
184011.0,2025-07-05,18.3,106.4,34.9
184011.0,2025-07-06,16.4,8.2,38.9
184011.0,2025-07-07,15.8,4.2,38.9
184011.0,2025-07-08,14.9,7.9,34.9
184011.0,2025-07-09,12.7,8.9,39.6
184011.0,2025-07-10,18.4,0.6,46.8
184011.0,2025-07-11,22.1,0.6,50.0
184011.0,2025-07-12,16.3,2.9,38.5
184011.0,2025-07-13,17.0,10.2,38.5
184011.0,2025-07-14,13.6,4.0,34.2
184011.0,2025-07-15,17.3,1.9,41.4
184011.0,2025-07-16,17.4,0.3,38.5
184011.0,2025-07-17,16.0,0.0,32.8
184011.0,2025-07-18,15.3,0.0,36.0
184011.0,2025-07-19,16.4,0.1,36.0
184011.0,2025-07-20,18.9,0.8,38.5
184011.0,2025-07-21,18.8,0.0,42.1
184011.0,2025-07-22,16.6,0.0,37.4
184011.0,2025-07-23,15.4,0.1,36.0
184011.0,2025-07-24,14.6,0.0,30.2
184011.0,2025-07-25,12.7,0.0,28.1
184011.0,2025-07-26,15.2,1.3,40.0
184011.0,2025-07-27,14.5,1.9,48.6
184011.0,2025-07-28,11.7,0.0,28.8
184011.0,2025-07-29,13.4,0.0,28.1
184011.0,2025-07-30,12.9,0.0,24.1
184011.0,2025-07-31,14.2,0.0,26.6
184011.0,2025-08-01,12.8,0.0,25.2
184011.0,2025-08-02,11.8,5.8,26.3
184011.0,2025-08-03,12.9,0.2,24.5
184011.0,2025-08-04,13.2,0.6,32.8
184011.0,2025-08-05,11.7,0.0,27.4
184011.0,2025-08-06,11.9,0.0,24.8
184011.0,2025-08-07,13.8,0.0,27.0
184011.0,2025-08-08,13.3,0.0,29.2
184011.0,2025-08-09,13.4,0.0,26.6
184011.0,2025-08-10,12.2,0.2,26.6
184011.0,2025-08-11,11.3,0.0,23.8
184011.0,2025-08-12,15.3,0.3,33.5
184011.0,2025-08-13,11.4,0.7,28.4
184011.0,2025-08-14,17.4,0.2,34.6
184011.0,2025-08-15,17.1,1.2,45.7
184011.0,2025-08-16,19.7,1.3,44.3
184011.0,2025-08-17,14.4,0.0,30.6
184011.0,2025-08-18,12.2,0.5,23.8
184011.0,2025-08-19,13.5,0.9,30.2
184011.0,2025-08-20,10.8,0.3,27.7
184011.0,2025-08-21,13.7,3.0,28.4
184011.0,2025-08-22,14.5,3.4,33.5
184011.0,2025-08-23,14.5,0.1,32.0
184011.0,2025-08-24,11.2,0.0,24.8
184011.0,2025-08-25,12.3,0.0,27.4
184011.0,2025-08-26,16.3,1.3,33.5
184011.0,2025-08-27,9.5,13.6,29.2
184011.0,2025-08-28,14.0,0.0,31.7
184011.0,2025-08-29,16.0,0.8,32.4
184011.0,2025-08-30,10.7,9.0,25.2
184011.0,2025-08-31,10.2,3.2,25.2
184011.0,2025-09-01,11.1,0.1,26.3
184011.0,2025-09-02,14.3,0.1,32.4
184011.0,2025-09-03,12.5,0.1,31.3
184011.0,2025-09-04,11.1,0.0,21.6
184011.0,2025-09-05,14.8,0.0,32.4
184011.0,2025-09-06,14.1,3.0,28.1
184011.0,2025-09-07,10.5,17.0,21.6
184011.0,2025-09-08,12.9,0.0,30.2
184011.0,2025-09-09,9.5,0.0,19.4
184011.0,2025-09-10,9.7,0.0,22.3
184011.0,2025-09-11,11.6,0.0,24.8
184011.0,2025-09-12,13.6,0.0,30.2
184011.0,2025-09-13,13.8,0.0,31.7
184011.0,2025-09-14,14.0,0.0,29.5
184011.0,2025-09-15,12.5,0.0,27.7
184011.0,2025-09-16,11.4,0.0,28.8
184011.0,2025-09-17,10.6,0.1,28.1
184011.0,2025-09-18,15.5,0.1,31.7
184011.0,2025-09-19,10.2,0.1,21.2
184011.0,2025-09-20,9.9,0.1,22.3
184011.0,2025-09-21,17.8,0.1,38.5
184011.0,2025-09-22,16.6,0.2,33.8
184011.0,2025-09-23,17.3,0.0,35.6
184011.0,2025-09-24,17.4,6.1,37.1
184011.0,2025-09-25,13.0,0.3,31.7
184011.0,2025-09-26,8.1,0.0,18.4
184011.0,2025-09-27,10.7,0.0,22.7
184011.0,2025-09-28,10.3,0.0,24.1
184011.0,2025-09-29,8.8,0.0,18.0
184011.0,2025-09-30,9.1,0.0,23.0
184011.0,2025-10-01,8.4,0.0,21.6
184011.0,2025-10-02,9.9,0.0,16.6
184011.0,2025-10-03,15.5,0.5,29.5
184011.0,2025-10-04,12.2,0.0,27.4
184011.0,2025-10-05,10.2,0.0,24.5
184011.0,2025-10-06,10.1,0.0,25.9
184011.0,2025-10-07,15.3,0.5,29.5
184011.0,2025-10-08,14.2,0.0,32.4
184011.0,2025-10-09,12.9,0.2,29.9
184011.0,2025-10-10,9.4,0.0,20.9
184011.0,2025-10-11,8.6,0.0,19.8
184011.0,2025-10-12,15.5,0.0,33.1
184011.0,2025-10-13,13.6,0.0,28.1
184011.0,2025-10-14,11.4,0.0,29.2
184011.0,2025-10-15,10.7,0.0,19.4
184011.0,2025-10-16,14.5,0.0,33.8
184011.0,2025-10-17,15.5,0.0,32.0
184011.0,2025-10-18,15.7,0.0,34.6
184011.0,2025-10-19,19.1,0.0,41.8
184011.0,2025-10-20,20.0,0.1,49.0
184011.0,2025-10-21,16.1,0.0,33.5
184011.0,2025-10-22,12.6,0.0,28.1
184011.0,2025-10-23,16.4,0.3,33.1
184011.0,2025-10-24,21.0,2.7,43.9
184011.0,2025-10-25,17.2,39.4,36.7
184011.0,2025-10-26,10.2,0.0,20.9
184011.0,2025-10-27,17.7,0.0,37.1
184011.0,2025-10-28,25.9,0.1,56.9
184011.0,2025-10-29,25.0,0.0,54.0
184011.0,2025-10-30,16.3,0.0,30.6
184011.0,2025-10-31,9.3,0.0,21.6
184011.0,2025-11-01,16.0,2.3,33.8
184011.0,2025-11-02,11.1,0.0,20.2
184011.0,2025-11-03,11.2,0.0,28.4
184011.0,2025-11-04,12.7,0.0,32.0
184011.0,2025-11-05,13.8,0.0,32.4
184011.0,2025-11-06,14.4,0.0,32.8
184011.0,2025-11-07,17.6,0.0,33.5
184011.0,2025-11-08,12.6,0.0,22.0
184011.0,2025-11-09,23.1,0.0,50.4
184011.0,2025-11-10,17.1,0.0,33.8
184011.0,2025-11-11,21.4,0.0,46.4
184011.0,2025-11-12,18.7,0.0,36.0
184011.0,2025-11-13,19.0,0.0,41.4
184011.0,2025-11-14,19.6,0.0,43.2
184011.0,2025-11-15,17.3,0.0,34.9
184011.0,2025-11-16,15.3,0.0,28.4
184011.0,2025-11-17,17.5,0.1,37.8
184011.0,2025-11-18,18.1,0.6,40.0
184011.0,2025-11-19,14.2,1.4,34.9
184011.0,2025-11-20,18.7,13.6,42.1
184011.0,2025-11-21,14.8,9.3,32.8
184011.0,2025-11-22,12.4,0.0,26.6
184011.0,2025-11-23,13.0,0.0,29.2
184011.0,2025-11-24,17.3,20.4,38.2
184011.0,2025-11-25,13.0,0.0,25.2
184011.0,2025-11-26,17.8,0.0,37.8
184011.0,2025-11-27,7.6,0.0,18.0
184011.0,2025-11-28,22.7,2.2,45.7
184011.0,2025-11-29,22.1,3.8,48.6
184011.0,2025-11-30,22.0,0.4,46.1
184011.0,2025-12-01,15.4,0.8,30.6
184011.0,2025-12-02,15.4,0.0,31.7
184011.0,2025-12-03,13.2,0.4,24.1
184011.0,2025-12-04,25.3,2.8,55.1
184011.0,2025-12-05,12.1,0.2,26.3
184011.0,2025-12-06,16.8,0.0,31.3
184011.0,2025-12-07,23.5,0.0,50.8
184011.0,2025-12-08,14.8,0.0,29.9
184011.0,2025-12-09,17.4,0.0,36.4
184011.0,2025-12-10,20.6,0.0,43.9
184011.0,2025-12-11,13.9,0.0,28.4
184011.0,2025-12-12,14.8,0.4,26.6
184011.0,2025-12-13,10.1,0.4,24.8
184011.0,2025-12-14,23.0,1.7,47.9
184011.0,2025-12-15,10.1,0.0,18.4
184011.0,2025-12-16,10.8,5.3,21.2
184011.0,2025-12-17,11.8,4.1,22.0
184011.0,2025-12-18,20.8,0.0,45.7
184011.0,2025-12-19,18.6,0.0,36.0
184011.0,2025-12-20,22.4,0.0,44.6
184011.0,2025-12-21,17.6,0.0,35.3
184011.0,2025-12-22,13.5,0.1,28.4
184011.0,2025-12-23,17.8,0.1,38.9
184011.0,2025-12-24,12.2,0.9,27.0
184011.0,2025-12-25,14.6,0.4,32.4
184011.0,2025-12-26,13.9,0.0,30.6
184011.0,2025-12-27,18.4,0.2,39.6
184011.0,2025-12-28,27.0,1.2,56.5
184011.0,2025-12-29,26.5,0.0,55.1
184011.0,2025-12-30,16.8,0.0,34.2
193303.0,2025-01-01,18.7,0.0,33.1
193303.0,2025-01-02,14.4,0.0,28.1
193303.0,2025-01-03,9.7,0.3,20.5
193303.0,2025-01-04,24.9,0.9,46.1
193303.0,2025-01-05,30.8,0.0,57.2
193303.0,2025-01-06,27.6,0.0,51.8
193303.0,2025-01-07,17.1,0.0,32.0
193303.0,2025-01-08,19.8,0.0,37.4
193303.0,2025-01-09,21.1,24.1,36.7
193303.0,2025-01-10,30.1,0.6,57.6
193303.0,2025-01-11,18.5,0.0,34.2
193303.0,2025-01-12,18.6,0.0,35.3
193303.0,2025-01-13,20.9,0.0,36.4
193303.0,2025-01-14,9.8,0.0,17.6
193303.0,2025-01-15,13.8,0.1,28.1
193303.0,2025-01-16,11.9,0.0,19.1
193303.0,2025-01-17,23.7,0.5,46.1
193303.0,2025-01-18,25.6,0.0,45.0
193303.0,2025-01-19,28.3,0.0,52.6
193303.0,2025-01-20,18.4,0.9,34.2
193303.0,2025-01-21,25.6,1.6,54.0
193303.0,2025-01-22,24.2,0.0,46.8
193303.0,2025-01-23,17.7,0.0,34.2
193303.0,2025-01-24,19.1,0.0,33.1
193303.0,2025-01-25,22.9,0.0,40.0
193303.0,2025-01-26,16.2,3.9,30.2
193303.0,2025-01-27,20.3,0.7,37.4
193303.0,2025-01-28,9.4,2.4,19.4
193303.0,2025-01-29,27.2,8.1,46.8
193303.0,2025-01-30,34.4,32.4,62.3
193303.0,2025-01-31,22.6,0.0,43.2
193303.0,2025-02-01,13.5,0.0,25.9
193303.0,2025-02-02,20.6,0.0,38.9
193303.0,2025-02-03,22.9,0.0,42.1
193303.0,2025-02-04,16.1,0.1,31.0
193303.0,2025-02-05,24.0,0.7,44.6
193303.0,2025-02-06,20.1,0.1,37.1
